Product ID,Product Description,Level,Contract,Adv. Mon,From Mon,To Mon,Rate (%),Rate ($),Fixed
5,Promise Term 15 (80),2,'LVL2,1,1,1,68.54%,$0.00 ,N
5,Promise Term 15 (80),2,'LVL2,1,2,2,0.00%,$0.00 ,N
5,Promise Term 15 (80),2,'LVL2,1,3,12,0.00%,$0.00 ,N
5,Promise Term 15 (80),2,'LVL2,1,13,0,0.00%,$0.00 ,N
5,Promise Term 15 (80),5,'LVL5,1,1,1,79.39%,$0.00 ,N
5,Promise Term 15 (80),5,'LVL5,1,2,2,0.00%,$0.00 ,N
5,Promise Term 15 (80),5,'LVL5,1,3,12,0.00%,$0.00 ,N
5,Promise Term 15 (80),5,'LVL5,1,13,0,0.00%,$0.00 ,N
5,Promise Term 15 (80),7,'SUBAGT1,1,1,1,39.70%,$0.00 ,N
5,Promise Term 15 (80),7,'SUBAGT1,1,2,2,0.00%,$0.00 ,N
5,Promise Term 15 (80),7,'SUBAGT1,1,13,0,0.00%,$0.00 ,N
5,Promise Term 15 (80),9,'Agency,1,1,1,80.00%,$0.00 ,N
5,Promise Term 15 (80),9,'Agency,1,2,2,20.00%,$0.00 ,N
5,Promise Term 15 (80),9,'Agency,1,3,12,0.00%,$0.00 ,N
5,Promise Term 15 (80),9,'Agency,1,13,0,0.00%,$0.00 ,N
5,Promise Term 15 (80),10,'Sales Leader,1,1,1,0.61%,$0.00 ,Y
5,Promise Term 15 (80),10,'Sales Leader,1,2,2,6.18%,$0.00 ,Y
5,Promise Term 15 (80),10,'Sales Leader,1,3,12,0.00%,$0.00 ,Y
5,Promise Term 15 (80),10,'Sales Leader,1,13,0,0.00%,$0.00 ,Y
