Product ID,Product Description,Level,Contract,Adv. Mon,From Mon,To Mon,Rate (%),Rate ($),Fixed
3,Promise Term 30 PA (90),2,'LVL2,1,1,1,75.75%,$0.00 ,N
3,Promise Term 30 PA (90),2,'LVL2,1,2,2,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),2,'LVL2,1,3,12,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),2,'LVL2,1,13,0,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),3,'LVL3,1,1,1,81.00%,$0.00 ,N
3,Promise Term 30 PA (90),3,'LVL3,1,2,2,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),3,'LVL3,1,3,12,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),3,'LVL3,1,13,0,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),5,'LVL5,1,1,1,87.75%,$0.00 ,N
3,Promise Term 30 PA (90),5,'LVL5,1,2,2,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),5,'LVL5,1,3,12,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),5,'LVL5,1,13,0,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),9,'Agency,1,1,1,90.00%,$0.00 ,N
3,Promise Term 30 PA (90),9,'Agency,1,2,2,20.00%,$0.00 ,N
3,Promise Term 30 PA (90),9,'Agency,1,3,12,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),9,'Agency,1,13,0,0.00%,$0.00 ,N
3,Promise Term 30 PA (90),10,'Sales Leader,1,1,1,2.25%,$0.00 ,Y
3,Promise Term 30 PA (90),10,'Sales Leader,1,2,2,5.25%,$0.00 ,Y
3,Promise Term 30 PA (90),10,'Sales Leader,1,13,0,0.00%,$0.00 ,Y
