Product ID,Product Description,Level,Contract,Adv. Mon,From Mon,To Mon,Rate (%),Rate ($),Fixed
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,1,1,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,3,3,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,4,4,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,6,6,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,7,7,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'LVL1,1,13,0,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,1,1,0.00%,$77.66 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,3,3,0.00%,$6.47 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,4,4,0.00%,$77.66 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,6,6,0.00%,$6.47 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,7,7,0.00%,$77.66 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",1,'SUBAGT3,1,13,0,0.00%,$6.47 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,1,1,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,3,3,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,4,4,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,6,6,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,7,7,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",2,'LVL2,1,13,0,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,1,1,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,3,3,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,4,4,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,6,6,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,7,7,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",3,'LVL3,1,13,0,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,1,1,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,3,3,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,4,4,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,6,6,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,7,7,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",4,'LVL4,1,13,0,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,1,1,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,3,3,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,4,4,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,6,6,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,7,7,0.00%,$310.64 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",5,'LVL5,1,13,0,0.00%,$25.88 ,N
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,1,1,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,2,2,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,3,3,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,4,4,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,5,5,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,6,6,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,7,7,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,8,12,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",6,'STREET,0,13,0,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,1,1,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,3,3,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,4,4,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,5,5,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,6,6,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,7,7,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",7,'SUBAGT1,1,13,0,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,1,1,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,2,2,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,3,3,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,4,4,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,5,5,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,6,6,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,7,7,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,8,12,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",8,'SUBAGT2,0,13,0,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,1,1,0.00%,$353.00 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,2,2,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,3,3,0.00%,$29.42 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,4,4,0.00%,$383.00 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,5,5,0.00%,$0.00 ,N
