Product ID,Product Description,Level,Contract,Adv. Mon,From Mon,To Mon,Rate (%),Rate ($),Fixed
1092,UPMC MAPD 2026 RN,0,'SUBAGT7,1,1,1,0.00%,$61.07 ,N
1092,UPMC MAPD 2026 RN,0,'SUBAGT7,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,0,'SUBAGT7,1,13,0,0.00%,$5.09 ,N
1092,UPMC MAPD 2026 RN,1,'LVL1,1,1,1,0.00%,$305.36 ,N
1092,UPMC MAPD 2026 RN,1,'LVL1,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,1,'LVL1,1,13,0,0.00%,$25.44 ,N
1092,UPMC MAPD 2026 RN,1,'SUBAGT3,1,1,1,0.00%,$76.34 ,N
1092,UPMC MAPD 2026 RN,1,'SUBAGT3,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,1,'SUBAGT3,1,13,0,0.00%,$6.36 ,N
1092,UPMC MAPD 2026 RN,2,'LVL2,1,1,1,0.00%,$305.36 ,N
1092,UPMC MAPD 2026 RN,2,'LVL2,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,2,'LVL2,1,13,0,0.00%,$25.44 ,N
1092,UPMC MAPD 2026 RN,3,'LVL3,1,1,1,0.00%,$305.36 ,N
1092,UPMC MAPD 2026 RN,3,'LVL3,1,2,2,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,3,'LVL3,1,13,0,0.00%,$25.44 ,N
1092,UPMC MAPD 2026 RN,4,'LVL4,1,1,1,0.00%,$305.36 ,N
1092,UPMC MAPD 2026 RN,4,'LVL4,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,4,'LVL4,1,13,0,0.00%,$25.44 ,N
1092,UPMC MAPD 2026 RN,5,'LVL5,1,1,1,0.00%,$305.36 ,N
1092,UPMC MAPD 2026 RN,5,'LVL5,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,5,'LVL5,1,13,0,0.00%,$25.44 ,N
1092,UPMC MAPD 2026 RN,6,'STREET,0,1,1,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,6,'STREET,0,2,2,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,6,'STREET,0,13,0,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,7,'SUBAGT1,1,1,1,0.00%,$152.68 ,N
1092,UPMC MAPD 2026 RN,7,'SUBAGT1,1,2,2,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,7,'SUBAGT1,1,13,0,0.00%,$12.72 ,N
1092,UPMC MAPD 2026 RN,8,'SUBAGT2,0,1,1,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,8,'SUBAGT2,0,2,2,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,8,'SUBAGT2,0,13,0,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,9,'Agency,1,1,1,0.00%,$347.00 ,N
1092,UPMC MAPD 2026 RN,9,'Agency,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,9,'Agency,1,13,0,0.00%,$28.91 ,N
1092,UPMC MAPD 2026 RN,10,'Sales Leader,1,1,1,0.00%,$324.70 ,N
1092,UPMC MAPD 2026 RN,10,'Sales Leader,1,2,12,0.00%,$0.00 ,Y
1092,UPMC MAPD 2026 RN,10,'Sales Leader,1,13,0,0.00%,$27.05 ,N
1092,UPMC MAPD 2026 RN,16,'STREET0,1,1,1,0.00%,$347.00 ,N
1092,UPMC MAPD 2026 RN,16,'STREET0,1,13,0,0.00%,$28.91 ,N
1092,UPMC MAPD 2026 RN,16,'STREET0,1,13,0,0.00%,$28.91 ,N
1092,UPMC MAPD 2026 RN,18,'SUBAGT5,1,1,1,0.00%,$122.14 ,N
1092,UPMC MAPD 2026 RN,18,'SUBAGT5,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,18,'SUBAGT5,1,13,0,0.00%,$10.17 ,N
1092,UPMC MAPD 2026 RN,19,'SUBAGT6,1,1,1,0.00%,$76.34 ,N
1092,UPMC MAPD 2026 RN,19,'SUBAGT6,1,2,12,0.00%,$0.00 ,N
1092,UPMC MAPD 2026 RN,19,'SUBAGT6,1,13,0,0.00%,$6.36 ,N
